date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:10:57	38803/38803	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:10:57%20GMT	http://dmeter.local/wp-json/wp/v2/pages/11	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/wp/v2/pages/11.json	(from http://dmeter.local/)
00:10:58	780/780	---MCZ	200	added ('OK')	text/xml	date:Sat,%2007%20Sep%202024%2006:10:58%20GMT	http://dmeter.local/xmlrpc.php?rsd	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/xmlrpc0db0.php	(from http://dmeter.local/)
00:11:31	1827/1827	---MC-	200	added ('OK')	application/rss+xml	etag:%22ebf82e6f8cd7131b495b1450700286dc%22	http://dmeter.local/feed/	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/feed/index.html	(from http://dmeter.local/)
00:11:31	1605/1605	---MC-	200	added ('OK')	application/rss+xml	etag:%22ebf82e6f8cd7131b495b1450700286dc%22	http://dmeter.local/comments/feed/	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/comments/feed/index.html	(from http://dmeter.local/)
00:11:32	194276/194276	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:11:32%20GMT	http://dmeter.local/wp-json/	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/index.html	(from http://dmeter.local/)
00:11:33	2022/2022	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:11:33%20GMT	http://dmeter.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdmeter.local%2F	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/oembed/1.0/embedbba0.json	(from http://dmeter.local/)
00:11:33	2184/2184	---MCZ	200	added ('OK')	text/xml	date:Sat,%2007%20Sep%202024%2006:11:33%20GMT	http://dmeter.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdmeter.local%2F&format=xml	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/oembed/1.0/embed46d0	(from http://dmeter.local/)
00:11:33	1110/1110	---M--	200	added ('OK')	image/png	etag:%2266dbe954-456%22	http://dmeter.local/wp-content/uploads/2024/09/cropped-cropped-dmeterbw-modified-32x32.png	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/cropped-cropped-dmeterbw-modified-32x32.png	(from http://dmeter.local/)
00:11:34	25094/25094	---M--	200	added ('OK')	image/png	etag:%2266dbe954-6206%22	http://dmeter.local/wp-content/uploads/2024/09/cropped-cropped-dmeterbw-modified-192x192.png	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/cropped-cropped-dmeterbw-modified-192x192.png	(from http://dmeter.local/)
00:11:36	45707/45707	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:11:35%20GMT	http://dmeter.local/about/	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/about/index.html	(from http://dmeter.local/)
00:11:36	10094/10094	---MCZ	200	added ('OK')	text/css	etag:W/%2266d262b8-276e%22	http://dmeter.local/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from http://dmeter.local/)
00:11:36	22592/22592	---M--	200	added ('OK')	image/png	etag:%2266dbe954-5840%22	http://dmeter.local/wp-content/uploads/2024/09/cropped-cropped-dmeterbw-modified-180x180.png	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/cropped-cropped-dmeterbw-modified-180x180.png	(from http://dmeter.local/)
00:11:37	46893/46893	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:11:36%20GMT	http://dmeter.local/dmrv-system/	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/dmrv-system/index.html	(from http://dmeter.local/)
00:11:38	4540/4540	---M--	200	added ('OK')	image/jpeg	etag:%2266dbe856-11bc%22	http://dmeter.local/wp-content/uploads/2024/09/silvi.jpg	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/silvi.jpg	(from http://dmeter.local/)
00:11:39	8302/8302	---M--	200	added ('OK')	image/jpeg	etag:%2266dbe865-206e%22	http://dmeter.local/wp-content/uploads/2024/09/interform.jpeg	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/interform.jpg	(from http://dmeter.local/)
00:11:39	49219/49219	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:11:38%20GMT	http://dmeter.local/business-cases/	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/business-cases/index.html	(from http://dmeter.local/)
00:11:41	10790/10790	---M--	200	added ('OK')	image/jpeg	etag:%2266dbe873-2a26%22	http://dmeter.local/wp-content/uploads/2024/09/eco_labs_development_co_logo.jpeg	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/eco_labs_development_co_logo.jpg	(from http://dmeter.local/)
00:11:42	15296/15296	---M--	200	added ('OK')	image/jpeg	etag:%2266dbe89d-3bc0%22	http://dmeter.local/wp-content/uploads/2024/09/avano2.jpg	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/avano2.jpg	(from http://dmeter.local/)
00:11:43	2749/2749	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2266d262da-abd%22	http://dmeter.local/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.1.1	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/themes/hello-elementor/assets/js/hello-frontend.minb12b.js	(from http://dmeter.local/)
00:11:45	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264ecd5ef-15601%22	http://dmeter.local/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-includes/js/jquery/jquery.minf43b.js	(from http://dmeter.local/)
00:11:45	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226482bd64-3509%22	http://dmeter.local/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://dmeter.local/)
00:11:46	1801/1801	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2266d262b9-709%22	http://dmeter.local/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from http://dmeter.local/)
00:11:47	4997/4997	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2266d262b8-1385%22	http://dmeter.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.4	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/plugins/elementor/assets/js/webpack.runtime.mind5d5.js	(from http://dmeter.local/)
00:11:48	73568/73568	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2266d262b8-11f60%22	http://dmeter.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.4	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/plugins/elementor/assets/js/frontend-modules.mind5d5.js	(from http://dmeter.local/)
00:11:49	12198/12198	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2266d262b9-2fa6%22	http://dmeter.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://dmeter.local/)
00:11:50	21464/21464	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22667d6e6f-53d8%22	http://dmeter.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-includes/js/jquery/ui/core.minb37e.js	(from http://dmeter.local/)
00:11:51	40249/40249	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2266d262b8-9d39%22	http://dmeter.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.23.4	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/plugins/elementor/assets/js/frontend.mind5d5.js	(from http://dmeter.local/)
00:11:52	26742/26742	---MCZ	200	added ('OK')	text/css	etag:W/%2266dbee6d-6876%22	http://dmeter.local/wp-content/uploads/elementor/css/post-24.css?ver=1725689453	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/elementor/css/post-2499b6.css	(from http://dmeter.local/dmrv-system/)
00:11:52	109256/109256	---M--	200	added ('OK')	image/png	etag:%2266d92cc9-1aac8%22	http://dmeter.local/wp-content/uploads/2024/09/dmeterbw-modified.png	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/dmeterbw-modified.png	(from http://dmeter.local/)
00:11:54	24252/24252	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:11:53%20GMT	http://dmeter.local/wp-json/wp/v2/pages/24	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/wp/v2/pages/24.json	(from http://dmeter.local/dmrv-system/)
00:11:54	119563/119563	---M--	200	added ('OK')	image/jpeg	etag:%2266dbe6ed-1d30b%22	http://dmeter.local/wp-content/uploads/2024/09/swot2.jpg	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/swot2.jpg	(from http://dmeter.local/)
00:11:56	2069/2069	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:11:55%20GMT	http://dmeter.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdmeter.local%2Fdmrv-system%2F	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/oembed/1.0/embed5b86.json	(from http://dmeter.local/dmrv-system/)
00:11:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Sep%202024%2006:11:56%20GMT	http://dmeter.local/?p=24	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/index2cf9.html	(from http://dmeter.local/dmrv-system/)
00:11:57	2229/2229	---MCZ	200	added ('OK')	text/xml	date:Sat,%2007%20Sep%202024%2006:11:56%20GMT	http://dmeter.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdmeter.local%2Fdmrv-system%2F&format=xml	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/oembed/1.0/embed4087	(from http://dmeter.local/dmrv-system/)
00:11:57	28242/28242	---MCZ	200	added ('OK')	text/css	etag:W/%2266dbee28-6e52%22	http://dmeter.local/wp-content/uploads/elementor/css/post-16.css?ver=1725689384	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/elementor/css/post-16383c.css	(from http://dmeter.local/about/)
00:11:59	23364/23364	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:11:59%20GMT	http://dmeter.local/wp-json/wp/v2/pages/16	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/wp/v2/pages/16.json	(from http://dmeter.local/about/)
00:12:01	2039/2039	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:12:01%20GMT	http://dmeter.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdmeter.local%2Fabout%2F	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/oembed/1.0/embedf0e7.json	(from http://dmeter.local/about/)
00:12:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Sep%202024%2006:12:01%20GMT	http://dmeter.local/?p=16	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/index0e62.html	(from http://dmeter.local/about/)
00:12:03	2199/2199	---MCZ	200	added ('OK')	text/xml	date:Sat,%2007%20Sep%202024%2006:12:03%20GMT	http://dmeter.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdmeter.local%2Fabout%2F&format=xml	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/oembed/1.0/embed1995	(from http://dmeter.local/about/)
00:12:19	303116/303116	---M--	200	added ('OK')	image/png	etag:%2266dbe8c4-4a00c%22	http://dmeter.local/wp-content/uploads/2024/09/azos2-1024x217.png	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/azos2-1024x217.png	(from http://dmeter.local/)
00:12:19	40454/40454	---MCZ	200	added ('OK')	text/css	etag:W/%2266dbee6e-9e06%22	http://dmeter.local/wp-content/uploads/elementor/css/post-26.css?ver=1725689454	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/elementor/css/post-26551c.css	(from http://dmeter.local/business-cases/)
00:12:21	26938/26938	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:12:20%20GMT	http://dmeter.local/wp-json/wp/v2/pages/26	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/wp/v2/pages/26.json	(from http://dmeter.local/business-cases/)
00:12:24	2084/2084	---MCZ	200	added ('OK')	application/json	date:Sat,%2007%20Sep%202024%2006:12:23%20GMT	http://dmeter.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdmeter.local%2Fbusiness-cases%2F	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/oembed/1.0/embed343b.json	(from http://dmeter.local/business-cases/)
00:12:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Sep%202024%2006:12:25%20GMT	http://dmeter.local/?p=26	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/index88b9.html	(from http://dmeter.local/business-cases/)
00:12:26	2244/2244	---MCZ	200	added ('OK')	text/xml	date:Sat,%2007%20Sep%202024%2006:12:26%20GMT	http://dmeter.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdmeter.local%2Fbusiness-cases%2F&format=xml	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-json/oembed/1.0/embedaac9	(from http://dmeter.local/business-cases/)
00:13:18	550648/550648	---M--	200	added ('OK')	image/webp	etag:%2266dbe515-866f8%22	http://dmeter.local/wp-content/uploads/2024/09/landscape.webp	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/landscape.webp	(from http://dmeter.local/dmrv-system/)
00:13:51	520916/520916	---M--	200	added ('OK')	image/webp	etag:%2266dbe46d-7f2d4%22	http://dmeter.local/wp-content/uploads/2024/09/7133a38e-ff48-47ed-af41-95716cac0226.webp	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/7133a38e-ff48-47ed-af41-95716cac0226.webp	(from http://dmeter.local/business-cases/)
00:13:52	21360/21360	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2006:13:52%20GMT	http://dmeter.local/-negative.svg	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/-negative.31.delayed	(from http://dmeter.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.23.4)
00:13:53	21360/21360	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2006:13:52%20GMT	http://dmeter.local/OPR/	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/OPR/index.html	(from http://dmeter.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.23.4)
00:14:23	460078/460078	---M--	200	added ('OK')	image/webp	etag:%2266dbe4b4-7052e%22	http://dmeter.local/wp-content/uploads/2024/09/8e78bfb6-7aaf-48df-9363-b0d26eacc758.webp	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/8e78bfb6-7aaf-48df-9363-b0d26eacc758.webp	(from http://dmeter.local/business-cases/)
00:15:21	1977209/1977209	---M--	200	added ('OK')	image/png	etag:%2266dbe377-1e2b79%22	http://dmeter.local/wp-content/uploads/2024/09/vision.png	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/vision.png	(from http://dmeter.local/about/)
00:16:16	2690252/2690252	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2266dbe358-290ccc%22	http://dmeter.local/wp-content/uploads/2024/09/vision2.png	C:/Downloaded%20Web%20Sites/dMeter/dMeter/dmeter.local/wp-content/uploads/2024/09/vision2.png	(from http://dmeter.local/about/)
